award_id,tender_id,project_name,contractor,contract_amount,contract_date,participants_count,prefecture,municipality,use_type,floor_area_m2,bid_method,evaluation_score,price_score
AWD-2024-01088,TND-2024-01088,(R6)合同宿舎電気設備照明器具改修工事(相生住宅ほか),東急建設株式会社,3370000,2025-01-23,20,東京都,目黒区,住宅,100,随意契約,,
AWD-2024-01089,TND-2024-01089,樹木剪定・緑地維持管理業務（区分７）,ファーストビルサービス株式会社,3765124,2025-03-31,21,兵庫県,南部地区,施設,100,一般競争入札,,
AWD-2024-01090,TND-2024-01090,【熊本森林管理署】御所大矢国有林森林整備事業（誘導伐：密着造林型）請負,矢部愛林有限会社,27000000,2025-02-07,16,熊本県,北部地区,施設,100,指名競争入札,,
AWD-2024-01091,TND-2024-01091,令和７年度新潟地方法務総合庁舎清掃及び建築物管理業務委託契約,株式会社東武,3672000,2025-02-21,2,新潟県,北部地区,庁舎,100,指名競争入札,,
AWD-2024-01092,TND-2024-01092,庁舎等の清掃業務（２コース）,株式会社公安警備,3150000,2025-02-20,6,鳥取県,南部地区,庁舎,100,一般競争入札,,
AWD-2024-01093,TND-2024-01093,令和７年度　東京国際空港構内道路等管理支援業務請負,首都圏ビルサービス協同組合,78780000,2025-02-19,3,東京都,新宿区,道路,1877,随意契約,,
AWD-2024-01094,TND-2024-01094,滝里・金山ダム管理用エレベーター設備保守点検（空知川河川事務所）,株式会社日立ビルシステム,2931260,2024-04-01,5,和歌山県,南部地区,施設,100,指名競争入札,,
AWD-2024-01095,TND-2024-01095,債権管理システム（ＣＲＭＳ）改良業務,戸田建設株式会社,11560000,2024-04-03,14,福岡県,中央区,施設,100,一般競争入札,,
AWD-2024-01096,TND-2024-01096,【下越森林管理署村上支署】村上地区外車両系建設機械チャーター等単価契約,株式会社加藤組,10629200,2024-04-18,5,愛媛県,東部地区,施設,100,指名競争入札,,
AWD-2024-01097,TND-2024-01097,マーキング装置交換部品セットほか２点買入（整備）,セナーアンドバーンズ株式会社,2310000,2024-07-11,10,福岡県,東区,施設,100,総合評価方式,93.3,59.7
AWD-2024-01098,TND-2024-01098,令和７年度自家用電気工作物保安管理業務委託契約（１６施設）,錢高組株式会社,3034100,2025-01-24,14,神奈川県,川崎市中原区,施設,100,随意契約,,
AWD-2024-01099,TND-2024-01099,総務省第二庁舎カーペット交換作業の請負,西松建設株式会社,2624450,2025-02-05,18,愛知県,東区,庁舎,100,指名競争入札,,
AWD-2024-01100,TND-2024-01100,令和７年度文化庁京都庁舎一般乗用旅客自動車（ハイヤー）の借上げ　一式,彌榮自動車株式会社,9492000,2025-02-25,20,京都府,市街地,庁舎,100,総合評価方式,69.3,44.2
AWD-2024-01101,TND-2024-01101,【東京神奈川森林管理署】（物件番号2）高尾地区車両系建設機械チャーター等単価契約,吉田建設株式会社,2295300,2024-07-04,16,東京都,文京区,施設,100,指名競争入札,,
AWD-2024-01102,TND-2024-01102,金沢地家裁小松支部庁舎電気設備改修工事,株式会社雄神電業社,10380000,2024-09-03,10,神奈川県,川崎市中原区,庁舎,100,随意契約,,
AWD-2024-01103,TND-2024-01103,令和７年度介護分野における人材確保のための雇用管理改善推進事業（和歌山県）,株式会社労働調査会,5590400,2025-03-10,23,和歌山県,北部地区,施設,100,一般競争入札,,
AWD-2024-01104,TND-2024-01104,横浜刑務所印刷工場無線綴機一式更新整備契約,鹿島建設株式会社,5018000,2024-09-11,15,福井県,西部地区,施設,100,総合評価方式,76.9,48.8
AWD-2024-01105,TND-2024-01105,淀川管内防災体験施設設置作業,近畿設備株式会社,3650000,2024-04-09,24,岩手県,郊外地区,施設,100,総合評価方式,62.8,72.0
AWD-2024-01106,TND-2024-01106,令和７年度国内における水銀廃棄物の環境上適正な管理に関する調査業務[総合評価落札方式],株式会社エックス都市研究所,13500000,2025-03-14,24,大阪府,中央区,施設,100,指名競争入札,,
AWD-2024-01107,TND-2024-01107,庄内空港庁舎無線機器室空気調和設備工事,ヤマケンビルテックサービス株式会社,13800000,2024-07-29,10,福岡県,西区,庁舎,100,指名競争入札,,
AWD-2024-01108,TND-2024-01108,国家公務員の勤務環境整備に関する調査研究業務,Ｊ．Ｐ．コンサルティング株式会社,6000000,2025-03-19,4,埼玉県,所沢市,施設,100,総合評価方式,80.2,88.5
AWD-2024-01109,TND-2024-01109,令和6年度建設機械賃貸借（チャーター）単価契約（十勝東部森林管理署）,株式会社外田組,16078200,2024-04-16,21,東京都,台東区,施設,100,総合評価方式,80.3,90.0
AWD-2024-01110,TND-2024-01110,令和６年度　延岡河川国道事務所外３箇所庁舎清掃業務,第一環境管理株式会社,4800000,2024-04-01,13,愛知県,中川区,庁舎,100,一般競争入札,,
AWD-2024-01111,TND-2024-01111,医療ガス設備保守一式,埼玉酸素株式会社,2200000,2025-02-10,22,長野県,北部地区,病院,100,随意契約,,
AWD-2024-01112,TND-2024-01112,積丹出岬灯台改良改修工事,小杉建設株式会社,27200000,2024-07-08,15,北海道,市街地,施設,100,指名競争入札,,
AWD-2024-01113,TND-2024-01113,監視艇「はごろも」船体維持修繕,株式会社辰也造船所,1920000,2024-09-30,7,福岡県,博多区,施設,100,総合評価方式,73.2,96.9
AWD-2024-01114,TND-2024-01114,令和６年度　名古屋港海洋環境整備船「白龍」普通修理,愛知造船株式会社,69500000,2024-11-05,20,兵庫県,郊外地区,施設,236,総合評価方式,62.7,92.8
AWD-2024-01115,TND-2024-01115,宇和島地方合同庁舎及び松山地方法務局大洲支局エレベーター設備保守点検業務一式,フジテック株式会社,1380000,2025-02-21,14,福岡県,城南区,庁舎,100,指名競争入札,,
AWD-2024-01116,TND-2024-01116,令和６度岩手南部森林管理署　第４号造林事業請負（衣川地区外・下刈・除伐・歩道整備）,奥州地方森林組合,9600000,2024-04-26,4,岩手県,中央地区,道路,219,一般競争入札,,
AWD-2024-01117,TND-2024-01117,名瀬港湾合同庁舎通信機器等撤去工事,戸田建設株式会社,4500000,2025-02-20,7,秋田県,市街地,庁舎,100,総合評価方式,72.7,74.5
AWD-2024-01118,TND-2024-01118,令和６年度　旭川空港航空保安用電気設備保守点検（再度公告）,前田建設工業株式会社,2550000,2024-04-02,20,宮城県,東部地区,施設,100,総合評価方式,88.7,85.2
AWD-2024-01119,TND-2024-01119,船舶運航等管理（単価契約）,東洋建設株式会社,12800530,2024-05-08,2,東京都,千代田区,施設,100,指名競争入札,,
AWD-2024-01120,TND-2024-01120,奄美海上保安部新庁舎通信施設等工事,日建電設株式会社,5100000,2024-09-13,11,大阪府,中央区,庁舎,100,総合評価方式,82.1,65.4
AWD-2024-01121,TND-2024-01121,奈良・三重地区車両管理業務,日本道路興運株式会社,4860000,2024-04-01,17,三重県,東部地区,施設,100,一般競争入札,,
AWD-2024-01122,TND-2024-01122,令和７年度健康管理業務支援アプリ運用・保守業務,株式会社両備システムズ,20070000,2025-03-21,20,千葉県,船橋市,施設,100,総合評価方式,91.3,94.5
AWD-2024-01123,TND-2024-01123,静岡県現地災害対策本部衛星通信設備保守・点検,日本無線株式会社,1058000,2025-03-04,20,静岡県,市街地,施設,100,総合評価方式,69.3,78.7
AWD-2024-01124,TND-2024-01124,６年度西紋別支署【北雄・札久留・奥札久留地区】保全整備（保育間伐等・地拵・植付）第２号,有限会社真貝林工,143500000,2024-05-08,9,埼玉県,春日部市,保育園,370,一般競争入札,,
AWD-2024-01125,TND-2024-01125,留萌開発建設部　維持除雪機械整備状況確認,竹中工務店株式会社,4142000,2024-04-17,15,石川県,郊外地区,施設,100,随意契約,,
AWD-2024-01126,TND-2024-01126,佐渡相川合同庁舎空調設備保守点検業務,菱機工業株式会社,1820000,2025-03-10,2,京都府,中央地区,庁舎,100,指名競争入札,,
AWD-2024-01127,TND-2024-01127,令和６年度 三国山ＡＲＳＲ外１カ所無停電電源設備等保守業務(7月～3月),株式会社エイビック,3750000,2024-07-08,3,東京都,豊島区,施設,100,総合評価方式,69.5,89.8
AWD-2024-01128,TND-2024-01128,情報通信課　第六管区海上保安本部ほか13箇所電話交換設備設定等整備,東洋建設株式会社,1360000,2024-12-19,20,三重県,西部地区,施設,100,指名競争入札,,
AWD-2024-01129,TND-2024-01129,令和５年度（繰越） 釧路湿原国立公園シラルトロ自然情報館建築改修工事,東亜建設工業株式会社,16800000,2024-10-21,11,福岡県,北九州市,施設,100,随意契約,,
AWD-2024-01130,TND-2024-01130,事件管理システムアプリケーション保守等業務の請負　一式,富士テレコム株式会社,8976000,2025-03-17,17,岐阜県,南部地区,施設,100,指名競争入札,,
AWD-2024-01131,TND-2024-01131,令和６年度　山形森林管理署　第３号　建設機械等チャーター・林道除草単価契約（村山地区）,株式会社矢萩土建,2200000,2024-05-29,20,山形県,東部地区,施設,100,総合評価方式,71.5,51.8
AWD-2024-01132,TND-2024-01132,農業基盤整備状況データ集計及び農業基盤整備状況地図等出力業務,ソシオエンジニアリング株式会社,1520000,2024-08-28,5,奈良県,西部地区,施設,100,総合評価方式,74.5,76.9
AWD-2024-01133,TND-2024-01133,鳥浜ITV施設ほか３箇所機器設置工事,株式会社ジョーエイ,6200000,2024-04-26,12,兵庫県,市街地,施設,100,一般競争入札,,
AWD-2024-01134,TND-2024-01134,熊本地裁庁舎エレベーター設備耐震改修実施設計等業務,大林組株式会社,4800000,2024-07-08,10,熊本県,郊外地区,庁舎,100,一般競争入札,,
AWD-2024-01135,TND-2024-01135,令和７年度岡山法務総合庁舎中央監視制御装置運転・監視、空気調和設備等保守点検及び建築物環境衛生管理業務委託契約,東洋建設株式会社,13524000,2025-02-27,9,岡山県,中央地区,庁舎,100,指名競争入札,,
AWD-2024-01136,TND-2024-01136,令和７年度発達障害ナビポータル運用管理保守一式,Ｈｙｂｒｉｄ　Ｔｅｃｈｎｏｌｏｇｉｅｓ　Ｖｉｅｔｎａｍ　Ｃｏ．，　Ｌｔｄ．,6100909,2025-03-13,9,静岡県,市街地,施設,100,随意契約,,
AWD-2024-01137,TND-2024-01137,令和６年度岡山国道管内機械設備点検整備,田中機電工業株式会社,19800000,2024-04-01,20,岡山県,中央地区,施設,100,随意契約,,
AWD-2024-01138,TND-2024-01138,日東道トンネル換気設備点検整備業務,株式会社荏原製作所,13200000,2024-04-01,5,長崎県,市街地,道路,199,随意契約,,
AWD-2024-01139,TND-2024-01139,【関東地方整備局_横浜国道事務所】Ｒ６横浜国道管内受水槽等保守点検業務,株式会社杉田商工,1000000,2024-07-30,16,大阪府,生野区,施設,100,総合評価方式,95.2,97.4
AWD-2024-01140,TND-2024-01140,令和７年度不妊治療を受けやすい休暇制度等環境整備推進事業,大林組株式会社,32162000,2025-02-25,20,北海道,市街地,施設,100,一般競争入札,,
AWD-2024-01141,TND-2024-01141,玉川ダムエレベータ点検整備業務,安藤・間株式会社,1561800,2024-04-01,9,石川県,郊外地区,施設,100,一般競争入札,,
AWD-2024-01142,TND-2024-01142,東京国際空港工事調整・管理プログラム調整作業,奥村組株式会社,9000000,2025-01-24,21,東京都,品川区,施設,100,総合評価方式,75.0,85.0
AWD-2024-01143,TND-2024-01143,令和６年度大分刑務所多元放映システム更新整備,大分音響株式会社,10700000,2024-08-07,6,大分県,西部地区,施設,100,指名競争入札,,
AWD-2024-01144,TND-2024-01144,令和６年度京都拘置所事務室等空調設備更新整備契約,株式会社関西空調,1234000,2025-01-15,15,京都府,南部地区,施設,100,一般競争入札,,
AWD-2024-01145,TND-2024-01145,大和川河川事務所草刈機整備作業,小川整備株式会社,1524900,2024-04-11,15,千葉県,船橋市,施設,100,随意契約,,
AWD-2024-01146,TND-2024-01146,令和６年度 飛行検査センター庁舎清掃作業,株式会社ラグーナマネージメント,2490000,2024-04-01,8,大阪府,東淀川区,庁舎,100,一般競争入札,,
AWD-2024-01147,TND-2024-01147,令和６年度隠岐ＲＡＧ局舎外１施設機械警備業務請負,東亜建設工業株式会社,1950000,2024-04-01,7,富山県,西部地区,施設,100,一般競争入札,,
AWD-2024-01148,TND-2024-01148,奈良地方法務合同庁舎ほか２庁舎における建築物環境衛生管理業務,株式会社ハヤシハウジング,870000,2025-02-21,18,奈良県,郊外地区,庁舎,100,総合評価方式,66.2,64.6
AWD-2024-01149,TND-2024-01149,千葉地方検察庁健康管理医業務請負契約,株式会社メディカルトラスト,650000,2025-03-05,25,千葉県,市川市,施設,100,一般競争入札,,
AWD-2024-01150,TND-2024-01150,令和６年度宮崎管内通信設備保守業務,五洋建設株式会社,48500000,2024-04-01,7,宮崎県,郊外地区,施設,156,総合評価方式,78.7,56.2
AWD-2024-01151,TND-2024-01151,維持除雪機械整備状況確認（単価契約）,夏花エージェント株式会社,2491206,2024-04-18,14,福岡県,久留米市,施設,100,指名競争入札,,
AWD-2024-01152,TND-2024-01152,大阪地裁執行部等合同庁舎等設備保守等業務,株式会社タクミサービス,16930000,2024-12-26,24,大阪府,旭区,庁舎,100,随意契約,,
AWD-2024-01153,TND-2024-01153,高知地家簡裁庁舎電気設備改修工事,山下電機株式会社,68500000,2024-12-19,15,高知県,市街地,庁舎,191,指名競争入札,,
AWD-2024-01154,TND-2024-01154,第１号盛岡森林管理署　造林事業請負（岩手盛岡地区 地拵、植付外２）,有限会社二和木材,41000000,2025-02-21,12,岩手県,中央地区,施設,151,随意契約,,
AWD-2024-01155,TND-2024-01155,令和6年度 那覇空港排水ポンプ車(沖縄800は2217)外1台法定点検整備,沖縄日野自動車株式会社,1192500,2024-04-01,9,沖縄県,西部地区,施設,100,一般競争入札,,
AWD-2024-01156,TND-2024-01156,北九州国道事務所防災管理棟外壁補修,東亜建設工業株式会社,2320000,2024-07-29,12,福岡県,東区,施設,100,一般競争入札,,
AWD-2024-01157,TND-2024-01157,令和６年度知床国立公園知床五湖利用調整地区管理対策等業務,公益財団法人知床財団,4980000,2024-04-03,5,千葉県,市川市,施設,100,総合評価方式,83.9,75.7
AWD-2024-01158,TND-2024-01158,５年度日高南部署【三石地区その２】保全整備（保育間伐等・地拵）  第６号,株式会社三浦興産,63400000,2024-05-10,19,千葉県,市川市,保育園,160,一般競争入札,,
AWD-2024-01159,TND-2024-01159,令和7年度ワークプラザ赤坂における建築物環境衛生総合管理業務委託,福岡興業株式会社,5856000,2025-02-12,21,島根県,東部地区,施設,100,随意契約,,
AWD-2024-01160,TND-2024-01160,【群馬森林管理署】細野地区有害鳥獣（ニホンジカ）の誘引捕獲委託事業（R5明許）,株式会社シムックス,1617000,2024-09-10,5,群馬県,中央地区,施設,100,一般競争入札,,
AWD-2024-01161,TND-2024-01161,介護保険事業者・介護支援専門員及び業務管理体制データ管理システム、国家資格等情報連携・活用システムとの情報連携に向けた改修等業務一式,大成建設株式会社,12160000,2024-06-21,13,愛知県,昭和区,施設,100,一般競争入札,,
AWD-2024-01162,TND-2024-01162,庁舎等の清掃業務（第18コース　浦河税務署）,錢高組株式会社,1349000,2025-02-20,11,埼玉県,春日部市,庁舎,100,総合評価方式,95.3,93.1
AWD-2024-01163,TND-2024-01163,熊本地裁本庁庁舎等清掃業務,株式会社ボーラ,11970000,2025-02-27,14,熊本県,東部地区,庁舎,100,一般競争入札,,
AWD-2024-01164,TND-2024-01164,令和６年度農村生活環境整備及び農業集落排水事業の費用対効果分析に係る検討委員会運営等支援業務,社会システム株式会社,3750000,2024-07-16,13,福島県,東部地区,施設,100,総合評価方式,87.4,96.0
AWD-2024-01165,TND-2024-01165,令和６年度有害化学物質リスク管理基礎調査委託事業（国産米中のカドミウム・ヒ素含有実態調査）,一般財団法人東京顕微鏡院,9059040,2024-04-02,22,愛知県,東区,施設,100,総合評価方式,72.1,91.2
AWD-2024-01166,TND-2024-01166,那覇空港無線関係施設用ITV設置工事,沖縄電興株式会社,82000000,2024-11-25,19,香川県,中央地区,施設,277,随意契約,,
AWD-2024-01167,TND-2024-01167,令和７年度　全国道路施設点検データベース情報提供,一般財団法人日本みち研究所,2730000,2025-03-27,10,福岡県,東区,道路,100,一般競争入札,,
AWD-2024-01168,TND-2024-01168,横浜第２合同庁舎の管理・運営業務（清掃業務） ,株式会社クリーン工房,107665200,2025-02-05,14,岩手県,東部地区,庁舎,329,一般競争入札,,
AWD-2024-01169,TND-2024-01169,令和６年度愛知国道電気通信施設保守業務,朝日電気工業株式会社,4000000,2024-04-01,23,愛知県,熱田区,施設,100,総合評価方式,71.1,87.6
AWD-2024-01170,TND-2024-01170,口座情報登録・連携システム（付番申出受付・連携機能、金融機関連携機能）の整備に係る運用・保守業務,安藤・間株式会社,359000000,2025-02-03,22,埼玉県,春日部市,施設,1230,指名競争入札,,
AWD-2024-01171,TND-2024-01171,旭川開発建設部管内　国有財産管理等業務(単価契約),株式会社アビリティ,2226851,2024-04-16,19,埼玉県,上尾市,施設,100,随意契約,,
AWD-2024-01172,TND-2024-01172,令和７年度 オンライン電子納品システム改良業務,一般財団法人日本建設情報総合センター,22079000,2025-03-28,10,奈良県,市街地,施設,100,随意契約,,
AWD-2024-01173,TND-2024-01173,令和７年度全国環境情報等整備委託業務[総合評価落札方式],西松建設株式会社,44300000,2025-03-13,10,東京都,墨田区,施設,157,一般競争入札,,
AWD-2024-01174,TND-2024-01174,令和６年度勤務時間管理システムの機能改修に係る設計・開発業務,株式会社セック,51100000,2024-05-07,8,大阪府,浪速区,施設,142,一般競争入札,,
AWD-2024-01175,TND-2024-01175,令和6年度　岩手南部森林管理署 第5号　森林環境保全整備事業（人当国有林）,戸田建設株式会社,34000000,2024-04-22,17,岩手県,市街地,施設,105,指名競争入札,,
AWD-2024-01176,TND-2024-01176,税務大学校和光校舎学寮貯湯槽加熱コイルほか更新工事,鹿島建設株式会社,11500000,2024-12-24,11,千葉県,船橋市,学校,100,一般競争入札,,
AWD-2024-01177,TND-2024-01177,令和７年度 中部技術バックホウ点検整備,日本キャタピラー合同会社,2331000,2025-03-18,17,愛知県,中川区,施設,100,一般競争入札,,
AWD-2024-01178,TND-2024-01178,動物検疫所関西空港支所検疫探知犬飼養管理業務（単価）,安藤・間株式会社,5300000,2024-04-01,4,東京都,新宿区,施設,100,一般競争入札,,
AWD-2024-01179,TND-2024-01179,令和６年度犬猫の遺伝性疾患における飼養管理基準の細部解釈と運用指針検討業務,一般財団法人自然環境研究センター,7600000,2024-10-08,22,青森県,市街地,施設,100,一般競争入札,,
AWD-2024-01180,TND-2024-01180,令和6年度微生物リスク管理基礎調査委託事業（肉用鶏のカンピロバクター属菌保菌量調査）,一般社団法人日本海事検定協会,22865700,2024-10-18,23,愛知県,守山区,施設,100,指名競争入札,,
AWD-2024-01181,TND-2024-01181,令和６年度動物検疫所成田支所検疫探知犬飼育管理業務（単価）,鉄建建設株式会社,4380000,2024-04-01,22,富山県,北部地区,施設,100,一般競争入札,,
AWD-2024-01182,TND-2024-01182,令和７年度　矢作ダム管理所庁舎で使用する電気,西松建設株式会社,10613770,2025-03-18,15,福岡県,東区,庁舎,100,随意契約,,
AWD-2024-01183,TND-2024-01183,東京国際空港警備設備（陸上部）場内ネットワーク切替工事外1件実施設計,株式会社日本空港コンサルタンツ,12500000,2025-03-24,7,東京都,渋谷区,施設,100,一般競争入札,,
AWD-2024-01184,TND-2024-01184,福井春山合同庁舎 消防用設備改修工事,株式会社ほくつう,25000000,2024-06-19,16,福井県,北部地区,庁舎,100,総合評価方式,96.6,44.3
AWD-2024-01185,TND-2024-01185,令和６年度空知森林管理署収穫調査業務委託１号（電子調達対象案件）,西松建設株式会社,4200000,2024-04-09,25,福岡県,南区,施設,100,一般競争入札,,
AWD-2024-01186,TND-2024-01186,室蘭開発建設部管内　道路空間利用計画資料作成,株式会社メイセイ・エンジニアリング,8470000,2024-04-24,18,香川県,北部地区,道路,138,総合評価方式,95.5,98.4
AWD-2024-01187,TND-2024-01187,【関東地方整備局、東京国道事務所】Ｒ６・７東京国道管内機械設備点検整備業務,鹿島建設株式会社,130000000,2024-11-01,24,東京都,台東区,施設,367,指名競争入札,,
AWD-2024-01188,TND-2024-01188,令和６年度　空調設備等点検整備業務（庄内川）,和幸産業株式会社,1456700,2024-07-17,20,鹿児島県,中央地区,施設,100,随意契約,,
AWD-2024-01189,TND-2024-01189,第4号　下北森林管理署　蛎崎・脇野沢地区除排雪作業建設機械等チャーター単価契約,工藤林業株式会社,3400000,2024-12-05,11,愛知県,中区,施設,100,一般競争入札,,
AWD-2024-01190,TND-2024-01190,函館（部）空調設備３台新設工事,東洋建設株式会社,4400000,2024-11-08,23,大阪府,城東区,施設,100,一般競争入札,,
AWD-2024-01191,TND-2024-01191,【九州地方整備局】国営海の中道海浜公園で使用する電気(その１ ),ゼロワットパワー株式会社,66975950,2025-03-12,10,大阪府,城東区,施設,234,指名競争入札,,
AWD-2024-01192,TND-2024-01192,【西都児湯署】長迫国有林６林班森林整備事業（保育間伐【活用型】・下刈外）請負,有限会社河野木材,55500000,2025-03-05,19,東京都,墨田区,保育園,177,一般競争入札,,
AWD-2024-01193,TND-2024-01193,令和７年度　小浜地方合同庁舎の設備機器等に係る保守管理・点検業務,信越ビル美装株式会社,3999000,2025-03-03,8,宮崎県,北部地区,庁舎,100,指名競争入札,,
AWD-2024-01194,TND-2024-01194,矯正施設の運営状況の把握・評価等に係る調査・分析等業務の請負　一式,前田建設工業株式会社,33363636,2024-05-13,18,神奈川県,相模原市,施設,107,随意契約,,
AWD-2024-01195,TND-2024-01195,令和７年度立川第二法務総合庁舎及び武蔵野区検察庁植栽剪定業務　一式,株式会社小松植木,1490000,2025-03-05,10,大阪府,天王寺区,庁舎,100,一般競争入札,,
AWD-2024-01196,TND-2024-01196,【岩木川統管】浅瀬石川ダム水質保全設備点検整備業務,鹿島建設株式会社,9800000,2025-03-12,19,石川県,中央地区,施設,100,一般競争入札,,
AWD-2024-01197,TND-2024-01197,宮崎法務総合庁舎ほか３箇所監視カメラ機器納入及び設置業務請負契約,日本防犯カメラ株式会社,4980000,2025-01-20,20,宮崎県,南部地区,庁舎,100,総合評価方式,80.0,96.8
AWD-2024-01198,TND-2024-01198,06-0042-0145中央合同庁舎第２号館プレート熱交換器整備作業の請負,アズビル株式会社,7050000,2024-12-20,21,兵庫県,郊外地区,庁舎,100,一般競争入札,,
AWD-2024-01199,TND-2024-01199,令和６年度阿蘇山上ビジターセンター多言語解説媒体整備業務,環境設計株式会社,2830000,2024-05-13,4,東京都,杉並区,公民館,100,指名競争入札,,
AWD-2024-01200,TND-2024-01200,令和６年度門別地区骨材等単価契約第２号（日高北部森林管理署）,株式会社川上砂利工業,1922000,2024-05-23,7,東京都,江東区,施設,100,随意契約,,
AWD-2024-01201,TND-2024-01201,札幌開発建設部　暖房給水電気設備等保守業務（単価契約）,株式会社ノア・ビルサービス,11500000,2024-04-01,22,東京都,渋谷区,施設,100,指名競争入札,,
AWD-2024-01202,TND-2024-01202,令和７年度　磐田地方合同庁舎　庁舎設備管理業務　一式,株式会社共同,2430000,2025-03-05,18,埼玉県,上尾市,庁舎,100,一般競争入札,,
AWD-2024-01203,TND-2024-01203,金沢駅西合同庁舎　発電機レンタル契約,株式会社雄神電業社,1230000,2025-03-14,12,千葉県,千葉市中央区,庁舎,100,随意契約,,
AWD-2024-01204,TND-2024-01204,奈良国道事務所連絡車等点検整備業務,株式会社西本自動車工業,4387500,2024-04-04,16,奈良県,北部地区,施設,100,指名競争入札,,
AWD-2024-01205,TND-2024-01205,合同庁舎総合ビルメンテナンス業務（グループ８種子島合同庁舎）,有限会社熊南空調システム,7800000,2025-02-20,12,北海道,西部地区,庁舎,100,総合評価方式,98.3,97.2
AWD-2024-01206,TND-2024-01206,成田航空地方気象台　空港気象ドップラーレーダー局舎空気調和設備等保守点検,飛島建設株式会社,2990000,2024-04-01,4,東京都,墨田区,施設,100,随意契約,,
AWD-2024-01207,TND-2024-01207,令和６年度富山河川国道事務所外施設保全点検業務,株式会社ＲｅＲ,1800000,2024-08-23,14,富山県,東部地区,施設,100,指名競争入札,,
AWD-2024-01208,TND-2024-01208,令和７年度広島労働局管内１０施設の自家用電気工作物の保安管理業務委託,株式会社イーテック２４,1560000,2025-02-03,22,広島県,西部地区,施設,100,一般競争入札,,
AWD-2024-01209,TND-2024-01209,【関東地方整備局、品木ダム水質管理所】R6品木ダム水質管理所車両管理業務,株式会社セノン,1080000,2024-04-01,14,三重県,南部地区,施設,100,指名競争入札,,
AWD-2024-01210,TND-2024-01210,IM弾薬技術の研究のための試験器材管理等作業,一般財団法人防衛技術協会,3909000,2024-11-15,15,福岡県,博多区,施設,100,一般競争入札,,
AWD-2024-01211,TND-2024-01211,【愛媛署】令和7年度　愛媛森林管理署燃料調達（単価契約）第1回,三原産業株式会社,845000,2025-03-10,12,愛媛県,郊外地区,施設,100,随意契約,,
AWD-2024-01212,TND-2024-01212,令和６年度風連森林事務所構内除排雪業務単価契約（上川北部森林管理署）,東洋建設株式会社,820000,2024-11-13,23,千葉県,千葉市花見川区,施設,100,一般競争入札,,
AWD-2024-01213,TND-2024-01213,仙台第3合同庁舎電気・機械設備運転保守,株式会社テーシー東北,35800000,2024-04-01,7,愛知県,港区,庁舎,113,随意契約,,
AWD-2024-01214,TND-2024-01214,高萩公共職業安定所　庁舎床タイルカーペット張替え工事,株式会社ＮＯＷ,1893900,2024-11-18,19,島根県,西部地区,庁舎,100,一般競争入札,,
AWD-2024-01215,TND-2024-01215,令和６年度　京浜港出入管理情報システム保守業務,住友電設株式会社,21000000,2024-04-01,10,栃木県,市街地,施設,100,一般競争入札,,
AWD-2024-01216,TND-2024-01216,令和６年度車両管理業務その６,日本道路興運株式会社,8740000,2024-04-01,5,新潟県,市街地,施設,100,随意契約,,
AWD-2024-01217,TND-2024-01217,【関東森林管理局】6号物件「物品の購入（現場用品）」,株式会社大崎商店,2546100,2024-11-20,3,秋田県,西部地区,施設,100,一般競争入札,,
AWD-2024-01218,TND-2024-01218,横浜地方・簡易裁判所合同庁舎で使用するガスの需給契約,ＥＮＥＯＳ　Ｐｏｗｅｒ株式会社,10530093,2025-03-21,13,千葉県,千葉市花見川区,庁舎,100,総合評価方式,63.6,62.9
AWD-2024-01219,TND-2024-01219,令和６年度新潟維持出張所外４箇所花苗等購入,株式会社ニューガーデン,3292478,2024-04-26,16,新潟県,郊外地区,施設,100,随意契約,,
AWD-2024-01220,TND-2024-01220,令和６年度自動車整備単価契約（特殊車）,長野安全自動車株式会社,7105500,2024-04-01,16,石川県,市街地,施設,100,指名競争入札,,
AWD-2024-01221,TND-2024-01221,監視艇つしま主機関整備（定期検査受検）,熊谷組株式会社,42800000,2024-10-07,21,茨城県,西部地区,施設,100,随意契約,,
AWD-2024-01222,TND-2024-01222,荒谷山国有林外保安林総合改良整備事業,株式会社岡本,6700000,2024-04-19,10,神奈川県,川崎市高津区,施設,100,総合評価方式,95.9,98.5
AWD-2024-01223,TND-2024-01223,令和７年度山形刑務所昇降機設備保守点検業務委託契約,アクア株式会社,969840,2025-02-26,22,山形県,中央地区,施設,100,総合評価方式,84.6,52.7
AWD-2024-01224,TND-2024-01224, 第2号 岐阜森林管理署物品購入(現場用品類),株式会社美濃商会,606065,2025-01-10,7,岐阜県,市街地,施設,100,随意契約,,
AWD-2024-01225,TND-2024-01225,【関東地方整備局、本局】Ｒ６－９管内クライアントＰＣ１式賃貸借,富士電機ＩＴソリューション株式会社,384890000,2024-04-01,13,東京都,豊島区,施設,1010,総合評価方式,69.4,70.8
AWD-2024-01226,TND-2024-01226,【長崎森林管理署】千々石温泉嶽国有林森林整備事業（保育間伐【活用型】）請負,大林組株式会社,19300000,2024-05-13,5,長崎県,東部地区,保育園,100,総合評価方式,95.1,59.7
AWD-2024-01227,TND-2024-01227,令和６年度合同宿舎消防設備等保守点検業務及び消火器取替,三井住友建設株式会社,3957670,2024-04-12,7,千葉県,千葉市中央区,住宅,100,随意契約,,
